game_id,pid,player,pos,team,min,fgm_a,tpm_a,ftm_a,oreb,dreb,reb,ast,stl,blk,tos,pfs,plus_minus,pts
400278208,996,Pau Gasol,C,Los Angeles Lakers,27,1-6,0-2,0-0,0,4,4,2,0,2,1,2,-20,2
400278208,592,Steve Nash,PG,Los Angeles Lakers,36,3-4,3-4,3-3,0,1,1,10,1,0,4,0,12,12
400278208,110,Kobe Bryant,SG,Los Angeles Lakers,44,15-25,1-6,7-8,0,0,0,3,5,0,1,3,6,38
400278208,385,Antawn Jamison,PF,Los Angeles Lakers,3,0-0,0-0,0-0,0,1,1,0,0,0,0,0,0,0
400278208,3994,Jordan Hill,C,Los Angeles Lakers,19,4-6,0-0,5-8,4,3,7,0,0,1,0,1,-7,13
400278208,6463,Darius Morris,PG,Los Angeles Lakers,10,0-2,0-1,0-0,0,0,0,1,0,0,1,2,-17,0
400278208,4003,Jodie Meeks,SG,Los Angeles Lakers,29,3-13,2-8,6-6,1,2,3,1,1,0,0,2,2,14
400278208,3971,Earl Clark,SF,Los Angeles Lakers,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
400278208,4256,Devin Ebanks,SF,Los Angeles Lakers,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
400278208,6620,Robert Sacre,C,Los Angeles Lakers,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
400278208,2377,Chris Duhon,PG,Los Angeles Lakers,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
400278208,3989,Blake Griffin,PF,Los Angeles Clippers,29,9-16,1-1,5-7,1,4,5,2,1,0,2,4,-9,24
400278208,1705,Caron Butler,SF,Los Angeles Clippers,29,1-4,0-2,3-4,0,4,4,1,0,1,4,2,4,5
400278208,3442,DeAndre Jordan,C,Los Angeles Clippers,27,4-6,0-0,0-1,3,6,9,0,1,0,1,4,1,8
400278208,2779,Chris Paul,PG,Los Angeles Clippers,41,11-25,1-4,7-7,0,6,6,13,2,0,4,3,14,30
400278208,2004,Willie Green,SG,Los Angeles Clippers,20,4-6,1-1,1-1,1,1,2,3,0,0,0,3,7,10
400278208,617,Lamar Odom,PF,Los Angeles Clippers,24,4-6,1-1,0-0,3,3,6,2,1,3,0,5,7,9
400278208,1765,Matt Barnes,SF,Los Angeles Clippers,32,2-9,2-5,2-2,2,4,6,4,0,2,2,3,-5,8
400278208,2789,Ronny Turiaf,C,Los Angeles Clippers,15,2-2,0-0,1-3,2,3,5,1,1,0,0,2,11,5
400278208,3008,Ryan Hollins,C,Los Angeles Clippers,1,0-0,0-0,0-0,0,0,0,0,0,0,0,1,0,0
400278208,4238,Eric Bledsoe,PG,Los Angeles Clippers,22,4-8,0-0,0-0,3,1,4,1,2,1,2,4,-5,8
400278208,165,Jamal Crawford,SG,Los Angeles Clippers,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
400278209,261,Kevin Garnett,PF,Boston Celtics,33,7-12,0-0,0-0,0,5,5,3,3,1,3,2,-2,14
400278209,2745,Brandon Bass,PF,Boston Celtics,36,5-6,0-0,0-0,3,1,4,2,3,1,1,1,14,10
400278209,662,Paul Pierce,SF,Boston Celtics,36,8-20,3-8,7-9,4,5,9,5,1,0,1,4,11,26
400278209,3026,Rajon Rondo,PG,Boston Celtics,39,7-16,0-2,0-0,3,8,11,10,3,0,5,3,2,14
400278209,4240,Avery Bradley,PG,Boston Celtics,20,3-9,0-2,0-0,2,2,4,1,1,1,1,0,8,6
400278209,6624,Jared Sullinger,PF,Boston Celtics,24,4-8,0-0,0-1,4,5,9,2,0,1,0,3,7,8
400278209,987,Jason Collins,C,Boston Celtics,4,1-1,0-0,0-0,0,0,0,0,0,0,0,1,-3,2
400278209,3209,Jeff Green,SG,Boston Celtics,15,1-4,0-0,1-2,0,1,1,0,0,0,1,0,-1,3
400278209,3445,Courtney Lee,SG,Boston Celtics,9,1-1,0-0,0-0,0,1,1,1,0,0,0,0,4,2
400278209,841,Jason Terry,SG,Boston Celtics,26,2-8,0-4,0-0,0,0,0,3,0,0,0,1,0,4
400278209,4266,Jarvis Varnado,PF,Boston Celtics,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
400278209,2166,Leandro Barbosa,SG,Boston Celtics,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
400278209,2411,Josh Smith,SF,Atlanta Hawks,44,4-18,1-5,3-6,2,8,10,5,2,3,6,2,-6,12
400278209,3213,Al Horford,C,Atlanta Hawks,42,2-8,0-0,2-2,1,8,9,4,1,1,2,2,-7,6
400278209,4015,Jeff Teague,PG,Atlanta Hawks,43,7-14,1-5,2-2,0,1,1,4,3,0,2,1,-5,17
400278209,2011,Kyle Korver,SG,Atlanta Hawks,26,3-9,3-8,0-0,0,3,3,2,0,0,1,6,4,9
400278209,2799,Louis Williams,SG,Atlanta Hawks,41,9-12,5-8,5-6,1,3,4,1,1,0,4,2,-6,28
400278209,6534,Ivan Johnson,PF,Atlanta Hawks,7,2-2,0-0,0-0,2,2,4,0,0,0,0,0,-1,4
400278209,3276,Anthony Tolliver,PF,Atlanta Hawks,9,1-2,0-1,1-1,0,0,0,1,1,0,1,2,-2,3
400278209,2016,Zaza Pachulia,C,Atlanta Hawks,14,0-1,0-0,2-2,1,1,2,0,0,0,2,3,-7,2
400278209,6594,John Jenkins,SG,Atlanta Hawks,3,0-0,0-0,0-0,0,0,0,0,0,0,0,0,-2,0
400278209,808,DeShawn Stevenson,SG,Atlanta Hawks,13,0-2,0-2,0-0,1,2,3,1,0,0,0,1,-8,0
400278209,6622,Mike Scott,PF,Atlanta Hawks,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
400278209,2780,Johan Petro,C,Atlanta Hawks,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
400278209,3474,Anthony Morrow,SG,Atlanta Hawks,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
400278210,1975,Carmelo Anthony,SF,New York Knicks,45,14-29,4-9,8-9,2,4,6,6,1,0,1,3,7,40
400278210,2991,Ronnie Brewer,SF,New York Knicks,17,1-4,0-2,0-0,0,0,0,0,1,0,0,0,-15,2
400278210,125,Marcus Camby,C,New York Knicks,13,1-1,0-0,0-0,0,1,1,4,0,0,2,1,-15,2
400278210,984,Tyson Chandler,C,New York Knicks,36,6-6,0-0,2-4,5,7,12,2,0,1,1,1,14,14
400278210,429,Jason Kidd,PG,New York Knicks,35,5-10,5-8,0-0,0,8,8,7,2,0,1,5,12,15
400278210,1727,Amar'e Stoudemire,PF,New York Knicks,17,3-7,0-0,5-5,2,2,4,1,0,0,2,2,0,11
400278210,3018,Steve Novak,SF,New York Knicks,28,2-6,2-6,1-1,0,2,2,0,0,0,0,0,26,7
400278210,6635,Chris Copeland,SF,New York Knicks,4,0-1,0-1,0-0,0,0,0,0,0,0,1,1,-3,0
400278210,4182,Pablo Prigioni,PG,New York Knicks,14,2-6,1-3,0-0,0,1,1,2,1,0,0,1,-6,5
400278210,2444,J.R. Smith,SG,New York Knicks,31,8-18,0-4,2-3,0,6,6,2,2,0,0,5,20,18
400278210,846,Kurt Thomas,PF,New York Knicks,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
400278210,883,Rasheed Wallace,PF,New York Knicks,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
400278210,3037,James White,SG,New York Knicks,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
400278210,6614,Andrew Nicholson,PF,Orlando Magic,14,5-6,0-0,1-1,0,2,2,1,1,1,1,0,14,11
400278210,2325490,DeQuan Jones,SF,Orlando Magic,24,4-8,0-2,0-1,1,5,6,1,0,0,0,3,13,8
400278210,6478,Nikola Vucevic,C,Orlando Magic,37,5-12,0-0,1-1,6,12,18,2,1,1,2,4,-1,11
400278210,2439,Jameer Nelson,PG,Orlando Magic,40,10-20,5-9,4-4,0,3,3,8,1,1,3,4,-8,29
400278210,3187,Arron Afflalo,SG,Orlando Magic,38,10-14,2-3,7-9,0,1,1,4,0,0,3,2,6,29
400278210,3220,Josh McRoberts,PF,Orlando Magic,30,1-5,0-0,0-0,5,5,10,5,0,0,1,4,-18,2
400278210,862,Hedo Turkoglu,SF,Orlando Magic,18,0-5,0-2,1-2,0,2,2,0,1,0,2,0,-13,1
400278210,6591,Maurice Harkless,SF,Orlando Magic,7,1-1,0-0,0-0,0,0,0,1,1,1,1,0,-9,2
400278210,4305,Ish Smith,PG,Orlando Magic,4,2-4,0-1,0-0,0,0,0,0,0,0,0,0,3,4
400278210,3024,J.J. Redick,SG,Orlando Magic,28,3-10,3-9,0-0,0,3,3,1,0,0,0,2,-27,9
400278210,6615,Kyle O'Quinn,PF,Orlando Magic,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
400278210,6546,Gustavo Ayon,PF,Orlando Magic,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
400278210,6460,E'Twaun Moore,PG,Orlando Magic,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
400278211,3451,Luc Richard Mbah a Moute,PF,Milwaukee Bucks,19,1-6,0-1,1-2,1,0,1,0,0,0,0,0,-9,3
400278211,4261,Ekpe Udoh,PF,Milwaukee Bucks,28,2-3,0-0,0-0,1,3,4,0,0,2,1,2,-17,4
400278211,4265,Larry Sanders,C,Milwaukee Bucks,29,6-11,0-0,0-0,7,5,12,1,0,4,1,2,-8,12
400278211,3997,Brandon Jennings,PG,Milwaukee Bucks,33,4-15,1-5,3-4,0,4,4,5,3,0,2,1,-6,12
400278211,2751,Monta Ellis,SG,Milwaukee Bucks,36,8-19,2-4,3-4,1,3,4,3,2,0,4,2,-11,21
400278211,6592,John Henson,PF,Milwaukee Bucks,26,1-6,0-1,4-6,3,10,13,1,1,2,3,4,-3,6
400278211,1711,Drew Gooden,PF,Milwaukee Bucks,6,1-4,0-1,0-0,0,1,1,0,1,0,0,0,2,2
400278211,6440,Tobias Harris,SF,Milwaukee Bucks,12,0-1,0-0,2-2,0,0,0,0,0,2,0,1,-2,2
400278211,1708,Mike Dunleavy,SF,Milwaukee Bucks,24,3-8,1-5,0-0,0,0,0,2,0,0,1,1,-8,7
400278211,2448,Beno Udrih,PG,Milwaukee Bucks,22,4-7,0-0,0-0,0,0,0,5,0,0,1,1,-13,8
400278211,6604,Doron Lamb,SG,Milwaukee Bucks,3,0-0,0-0,0-0,0,0,0,1,0,0,0,0,0,0
400278211,2200,Marquis Daniels,SG,Milwaukee Bucks,2,1-2,1-1,0-0,0,0,0,0,0,0,0,0,0,3
400278211,991,Samuel Dalembert,C,Milwaukee Bucks,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
400278211,2177,David West,PF,Indiana Pacers,25,3-9,0-0,4-6,0,6,6,3,1,0,0,2,17,10
400278211,4251,Paul George,SF,Indiana Pacers,35,4-11,0-1,0-0,1,8,9,4,1,0,6,2,13,8
400278211,3436,Roy Hibbert,C,Indiana Pacers,30,8-16,0-0,4-4,11,4,15,0,0,5,2,3,7,20
400278211,3438,George Hill,PG,Indiana Pacers,33,7-16,0-4,0-0,2,6,8,4,0,0,0,0,6,14
400278211,4244,Lance Stephenson,SG,Indiana Pacers,23,5-8,0-2,0-0,0,3,3,3,1,0,1,2,14,10
400278211,3991,Tyler Hansbrough,PF,Indiana Pacers,21,3-6,0-0,3-8,3,3,6,0,0,1,0,1,1,9
400278211,4008,Jeff Ayres,PF,Indiana Pacers,5,0-0,0-0,0-0,1,0,1,0,0,0,1,2,-4,0
400278211,2774,Ian Mahinmi,C,Indiana Pacers,16,2-3,0-0,0-0,3,2,5,1,0,0,0,1,11,4
400278211,6657,Ben Hansbrough,PG,Indiana Pacers,2,0-0,0-0,0-0,0,0,0,0,0,0,0,0,-3,0
400278211,3415,D.J. Augustin,PG,Indiana Pacers,21,3-5,2-3,0-0,0,2,2,2,2,0,0,0,13,8
400278211,6595,Orlando Johnson,SG,Indiana Pacers,11,3-8,0-3,1-2,1,2,3,0,0,0,2,1,-5,7
400278211,2761,Gerald Green,SG,Indiana Pacers,18,2-10,1-7,0-0,0,1,1,2,0,0,0,4,5,5
400278211,4020,Sam Young,SF,Indiana Pacers,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
400278212,3462,Jason Thompson,PF,Sacramento Kings,26,7-16,0-0,1-4,4,0,4,1,0,0,2,2,-15,15
400278212,1726,John Salmons,SF,Sacramento Kings,33,5-13,3-7,0-0,1,1,2,2,0,0,0,1,-5,13
400278212,4258,DeMarcus Cousins,C,Sacramento Kings,34,11-18,0-0,6-8,6,5,11,3,0,1,0,3,-14,28
400278212,6472,Isaiah Thomas,PG,Sacramento Kings,22,3-5,1-3,5-5,0,1,1,2,0,1,2,2,-8,12
400278212,2755,Francisco Garcia,SG,Sacramento Kings,21,0-4,0-1,0-0,0,1,1,2,1,1,0,0,-10,0
400278212,6618,Thomas Robinson,PF,Sacramento Kings,17,4-7,0-0,0-2,4,2,6,0,2,0,0,0,-14,8
400278212,3999,James Johnson,PF,Sacramento Kings,22,2-5,0-1,0-0,2,4,6,1,2,5,2,2,-10,4
400278212,2834,Chuck Hayes,PF,Sacramento Kings,6,0-4,0-0,0-0,2,0,2,0,0,0,0,1,-4,0
400278212,6441,Tyler Honeycutt,SF,Sacramento Kings,5,0-2,0-1,0-0,1,0,1,2,0,1,0,1,2,0
400278212,2015,Travis Outlaw,SF,Sacramento Kings,18,0-5,0-1,0-0,1,1,2,1,0,1,0,1,3,0
400278212,6434,Jimmer Fredette,PG,Sacramento Kings,12,0-4,0-2,0-0,0,0,0,0,0,0,1,2,-13,0
400278212,3192,Aaron Brooks,PG,Sacramento Kings,26,4-7,2-3,3-4,1,4,5,4,2,0,2,1,-12,13
400278212,4017,Marcus Thornton,SG,Sacramento Kings,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
400278212,1828,Reggie Evans,PF,Brooklyn Nets,31,3-4,0-0,1-2,4,8,12,2,0,0,3,3,10,7
400278212,1026,Gerald Wallace,SF,Brooklyn Nets,23,2-5,1-3,3-4,0,4,4,1,0,1,1,0,14,8
400278212,3448,Brook Lopez,C,Brooklyn Nets,16,7-12,0-0,4-4,3,2,5,2,0,2,1,3,6,18
400278212,2798,Deron Williams,PG,Brooklyn Nets,27,5-8,1-3,4-4,1,5,6,7,0,1,1,0,9,15
400278212,1007,Joe Johnson,SG,Brooklyn Nets,29,6-14,3-7,0-0,1,1,2,4,0,1,1,1,17,15
400278212,4385,Mirza Teletovic,PF,Brooklyn Nets,21,5-10,2-5,2-2,5,1,6,2,0,2,0,3,11,14
400278212,6623,Tornike Shengelia,SF,Brooklyn Nets,5,0-0,0-0,2-2,1,0,1,0,0,0,2,0,-2,2
400278212,2746,Andray Blatche,C,Brooklyn Nets,27,7-11,0-0,1-1,5,6,11,2,1,2,1,2,13,15
400278212,3277,C.J. Watson,PG,Brooklyn Nets,16,1-2,0-1,0-1,0,2,2,2,0,0,0,2,13,2
400278212,6625,Tyshawn Taylor,PG,Brooklyn Nets,5,1-3,0-0,0-0,0,0,0,0,0,0,0,1,-2,2
400278212,6428,MarShon Brooks,SG,Brooklyn Nets,26,7-14,0-3,1-1,1,1,2,3,1,1,1,2,9,15
400278212,1995,Keith Bogans,SG,Brooklyn Nets,13,0-2,0-2,0-0,0,0,0,1,1,0,1,2,2,0
400278212,802,Jerry Stackhouse,SF,Brooklyn Nets,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
400278213,6462,Marcus Morris,PF,Houston Rockets,22,4-8,1-4,2-2,2,3,5,3,1,0,1,0,-5,11
400278213,6466,Chandler Parsons,SF,Houston Rockets,26,1-8,1-5,2-2,1,4,5,3,0,0,3,0,-7,5
400278213,3414,Omer Asik,C,Houston Rockets,21,2-4,0-0,2-4,3,3,6,1,0,2,0,4,-1,6
400278213,4299,Jeremy Lin,PG,Houston Rockets,38,7-13,3-5,3-5,0,4,4,5,1,0,4,5,6,20
400278213,3992,James Harden,SG,Houston Rockets,38,6-17,3-9,14-15,0,2,2,3,7,1,5,3,2,29
400278213,6530,Greg Smith,PF,Houston Rockets,26,5-5,0-0,1-5,4,7,11,2,1,0,0,5,8,11
400278213,4264,Patrick Patterson,PF,Houston Rockets,26,7-13,1-4,0-0,1,5,6,2,0,1,1,3,13,15
400278213,3979,Toney Douglas,PG,Houston Rockets,15,2-5,1-2,1-2,1,0,1,2,0,0,1,1,7,6
400278213,1999,Carlos Delfino,SG,Houston Rockets,28,3-6,2-5,1-1,0,3,3,2,1,0,2,2,17,9
400278213,6464,Donatas Motiejunas,PF,Houston Rockets,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
400278213,4267,Cole Aldrich,C,Houston Rockets,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
400278213,6644,Scott Machado,PG,Houston Rockets,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
400278213,4242,James Anderson,SG,Houston Rockets,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
400278213,6474,Tristan Thompson,PF,Cleveland Cavaliers,37,5-11,0-0,4-6,8,8,16,2,1,1,1,3,-8,14
400278213,4232,Alonzo Gee,SF,Cleveland Cavaliers,32,6-12,2-4,4-4,1,5,6,1,1,0,1,6,-1,18
400278213,6631,Tyler Zeller,C,Cleveland Cavaliers,37,4-9,0-0,4-4,1,4,5,5,3,1,0,3,0,12
400278213,6442,Kyrie Irving,PG,Cleveland Cavaliers,41,10-24,3-8,7-8,1,3,4,6,4,0,8,2,-6,30
400278213,2778,C.J. Miles,SG,Cleveland Cavaliers,26,4-14,1-6,0-0,1,2,3,1,1,0,0,4,0,9
400278213,2326257,Kevin Jones,PF,Cleveland Cavaliers,12,2-2,0-0,2-2,2,1,3,0,0,0,0,1,0,6
400278213,2027,Luke Walton,SF,Cleveland Cavaliers,10,1-3,0-0,0-0,2,0,2,1,0,0,0,1,-8,2
400278213,2393,Shaun Livingston,PG,Cleveland Cavaliers,17,0-3,0-0,0-0,0,0,0,3,1,1,0,3,-4,0
400278213,6628,Dion Waiters,SG,Cleveland Cavaliers,29,4-13,1-5,4-4,1,4,5,1,0,0,3,2,-13,13
400278213,4304,Samardo Samuels,PF,Cleveland Cavaliers,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
400278213,3554,Omri Casspi,SF,Cleveland Cavaliers,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
400278213,6497,Jeremy Pargo,PG,Cleveland Cavaliers,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
400278214,2983,LaMarcus Aldridge,PF,Portland Trail Blazers,37,7-20,0-0,0-0,2,7,9,6,2,0,3,3,3,14
400278214,3437,J.J. Hickson,PF,Portland Trail Blazers,29,1-10,0-0,0-0,4,7,11,2,0,2,1,2,-4,2
400278214,3416,Nicolas Batum,SF,Portland Trail Blazers,38,9-11,5-6,3-3,0,5,5,3,0,3,1,1,1,26
400278214,6606,Damian Lillard,PG,Portland Trail Blazers,39,7-14,3-5,3-3,2,2,4,6,0,0,3,3,16,20
400278214,4032,Wesley Matthews,SG,Portland Trail Blazers,36,8-15,5-7,5-5,0,0,0,2,0,1,2,2,7,26
400278214,3972,Victor Claver,PF,Portland Trail Blazers,11,2-3,1-2,0-0,2,1,3,0,0,1,0,1,-5,5
400278214,1717,Jared Jeffries,PF,Portland Trail Blazers,9,0-0,0-0,0-0,1,0,1,0,0,0,2,3,6,0
400278214,4250,Luke Babbitt,SF,Portland Trail Blazers,9,2-4,2-3,0-0,0,1,1,1,1,0,0,1,3,6
400278214,3004,Joel Freeland,C,Portland Trail Blazers,12,0-1,0-0,0-0,0,3,3,0,0,1,0,4,2,0
400278214,2807,Ronnie Price,PG,Portland Trail Blazers,20,1-8,0-1,1-2,0,2,2,2,0,0,1,2,-4,3
400278214,6471,Nolan Smith,PG,Portland Trail Blazers,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
400278214,6579,Will Barton,SG,Portland Trail Blazers,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
400278214,2172,Sasha Pavlovic,SG,Portland Trail Blazers,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
400278214,3974,Dante Cunningham,PF,Minnesota Timberwolves,42,5-13,0-0,0-0,4,8,12,2,2,3,0,1,4,10
400278214,434,Andrei Kirilenko,SF,Minnesota Timberwolves,42,7-13,1-1,0-0,3,4,7,2,1,0,2,0,4,15
400278214,3453,Nikola Pekovic,C,Minnesota Timberwolves,22,9-14,0-0,3-3,8,7,15,0,0,2,0,2,-4,21
400278214,3882,Alexey Shved,PG,Minnesota Timberwolves,30,1-11,0-3,0-0,1,2,3,7,0,1,3,1,-11,2
400278214,1985,Luke Ridnour,PG,Minnesota Timberwolves,35,4-11,0-3,7-8,1,1,2,4,1,0,2,3,1,15
400278214,3041,Lou Amundson,PF,Minnesota Timberwolves,6,0-1,0-0,0-0,1,0,1,0,0,0,0,1,-9,0
400278214,6480,Derrick Williams,PF,Minnesota Timberwolves,18,6-10,2-3,4-5,1,5,6,0,2,0,3,0,4,18
400278214,4277,Lazar Hayward,SF,Minnesota Timberwolves,6,0-1,0-1,0-0,0,1,1,0,0,0,0,0,-7,0
400278214,4235,Greg Stiemsma,C,Minnesota Timberwolves,14,1-4,0-0,0-0,0,2,2,0,0,2,1,1,-14,2
400278214,3055,J.J. Barea,PG,Minnesota Timberwolves,26,5-13,2-5,2-2,0,3,3,7,0,0,2,4,7,14
400278214,3449,Kevin Love,PF,Minnesota Timberwolves,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
400278214,4011,Ricky Rubio,PG,Minnesota Timberwolves,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
400278214,6449,Malcolm Lee,SG,Minnesota Timberwolves,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
400278215,6583,Anthony Davis,PF,New Orleans Hornets,12,1-3,0-0,2-2,0,1,1,0,0,0,1,3,-5,4
400278215,4248,Al-Farouq Aminu,SF,New Orleans Hornets,39,3-6,0-0,4-4,2,11,13,3,3,1,1,1,4,10
400278215,3447,Robin Lopez,C,New Orleans Hornets,28,4-8,0-0,1-2,1,5,6,1,1,0,0,0,-4,9
400278215,4291,Greivis Vasquez,PG,New Orleans Hornets,41,11-18,3-6,0-2,0,7,7,9,1,0,1,2,11,25
400278215,3431,Eric Gordon,SG,New Orleans Hornets,35,4-13,1-4,5-5,0,2,2,4,1,2,3,2,-5,14
400278215,3412,Ryan Anderson,PF,New Orleans Hornets,38,6-15,4-7,0-0,1,6,7,2,0,0,1,0,4,16
400278215,6485,Lance Thomas,SF,New Orleans Hornets,14,1-1,0-0,0-0,0,0,0,0,0,0,0,1,-1,2
400278215,3232,Jason Smith,C,New Orleans Hornets,28,6-10,0-0,0-0,1,6,7,1,0,0,2,1,11,12
400278215,6641,Brian Roberts,PG,New Orleans Hornets,8,1-5,0-1,1-1,0,0,0,0,0,0,1,0,-7,3
400278215,6617,Austin Rivers,SG,New Orleans Hornets,18,1-5,0-2,0-0,1,0,1,2,1,0,0,0,8,2
400278215,1721,Roger Mason Jr.,SG,New Orleans Hornets,5,1-2,0-1,0-0,0,0,0,1,0,0,0,0,-1,2
400278215,4241,Xavier Henry,SF,New Orleans Hornets,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
400278215,609,Dirk Nowitzki,PF,Dallas Mavericks,34,7-16,2-3,4-6,0,6,6,2,1,0,2,2,-2,20
400278215,510,Shawn Marion,SF,Dallas Mavericks,35,4-12,0-2,0-0,3,6,9,4,0,0,1,4,1,8
400278215,1982,Chris Kaman,C,Dallas Mavericks,20,2-3,0-0,0-0,0,5,5,1,0,2,2,1,-1,4
400278215,3973,Darren Collison,PG,Dallas Mavericks,38,5-7,0-0,2-2,0,5,5,5,1,0,2,2,2,12
400278215,3450,O.J. Mayo,SG,Dallas Mavericks,35,5-17,1-7,3-3,1,3,4,0,2,1,1,5,-2,14
400278215,91,Elton Brand,PF,Dallas Mavericks,28,6-10,0-0,0-0,0,3,3,0,0,5,0,4,1,12
400278215,6581,Jae Crowder,SF,Dallas Mavericks,12,1-3,1-2,0-0,1,0,1,2,0,0,0,0,-2,3
400278215,3963,Rodrigue Beaubois,PG,Dallas Mavericks,15,3-5,0-0,0-0,0,2,2,4,0,0,0,1,-5,6
400278215,136,Vince Carter,SG,Dallas Mavericks,36,6-11,3-5,2-2,1,4,5,3,2,2,1,1,-4,17
400278215,2008,Dahntay Jones,SG,Dallas Mavericks,13,0-1,0-0,0-0,0,2,2,0,0,0,0,0,-3,0
400278215,6593,Bernard James,C,Dallas Mavericks,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
400278215,4246,Dominique Jones,SG,Dallas Mavericks,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
400278215,3422,Chris Douglas-Roberts,SG,Dallas Mavericks,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
400278216,3244,Thaddeus Young,PF,Philadelphia 76ers,28,5-13,0-1,1-4,0,5,5,1,0,2,0,2,-18,11
400278216,6424,Lavoy Allen,PF,Philadelphia 76ers,15,1-2,0-0,0-0,0,3,3,1,1,3,0,2,-14,2
400278216,4239,Evan Turner,SF,Philadelphia 76ers,31,4-13,0-4,4-4,0,7,7,5,3,0,3,1,-13,12
400278216,3995,Jrue Holiday,PG,Philadelphia 76ers,33,5-15,1-2,0-0,2,6,8,8,0,1,5,1,-24,11
400278216,1018,Jason Richardson,SG,Philadelphia 76ers,25,4-10,2-4,1-2,0,2,2,2,1,1,1,3,-23,11
400278216,2423,Dorell Wright,SF,Philadelphia 76ers,31,0-3,0-2,0-0,0,3,3,1,2,0,0,3,-7,0
400278216,3243,Nick Young,SF,Philadelphia 76ers,24,4-11,0-2,2-2,2,1,3,0,1,0,1,1,-7,10
400278216,3211,Spencer Hawes,C,Philadelphia 76ers,28,10-13,0-0,2-2,0,6,6,1,1,0,2,2,-4,22
400278216,981,Kwame Brown,C,Philadelphia 76ers,8,0-0,0-0,0-2,1,2,3,0,0,0,1,2,-1,0
400278216,6638,Maalik Wayns,PG,Philadelphia 76ers,8,2-3,0-1,2-2,0,0,0,0,0,0,1,0,-3,6
400278216,2506,Damien Wilkins,SG,Philadelphia 76ers,9,0-1,0-1,1-2,0,1,1,0,1,0,0,0,-1,1
400278216,2387,Royal Ivey,PG,Philadelphia 76ers,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
400278216,215,Tim Duncan,PF,San Antonio Spurs,26,7-10,0-0,2-2,1,7,8,3,1,4,2,1,11,16
400278216,6450,Kawhi Leonard,SF,San Antonio Spurs,27,1-4,0-1,0-0,2,7,9,1,1,1,0,4,17,2
400278216,3233,Tiago Splitter,C,San Antonio Spurs,28,4-13,0-0,4-5,1,9,10,1,0,0,1,2,16,12
400278216,1015,Tony Parker,PG,San Antonio Spurs,29,8-16,0-2,4-5,1,1,2,5,2,0,0,1,22,20
400278216,3988,Danny Green,SG,San Antonio Spurs,26,4-10,3-7,2-2,0,4,4,3,1,0,3,0,22,13
400278216,1996,Matt Bonner,PF,San Antonio Spurs,14,1-2,0-1,0-0,1,0,1,2,0,0,0,0,11,2
400278216,2167,Boris Diaw,PF,San Antonio Spurs,15,0-1,0-1,0-0,0,2,2,0,0,0,1,1,0,0
400278216,3965,DeJuan Blair,C,San Antonio Spurs,7,3-4,0-0,2-4,1,1,2,0,1,0,0,0,3,8
400278216,4004,Patty Mills,PG,San Antonio Spurs,5,1-3,0-2,0-0,0,0,0,1,0,0,0,2,0,2
